,0,1,2,3,4
e241538e-8644-49ca-9a69-d1d0dd15986c,"THE NICKLES GROUP, LLC",EXELON BUSINESS SERVICES COMPANY,,2013-12-31T13:00:05.883000-05:00,2013
e5d07de6-2cc2-4d54-bc04-617f2f2f7213,MAYER BROWN LLP,"MITSUBISHI NUCLEAR ENERGY SYSTEMS, INC.",,2014-01-03T19:00:08.980000-05:00,2013
ca8456d2-f160-4617-a1e8-7879592c7ac5,PILLSBURY WINTHROP SHAW PITTMAN LLP,MITSUBISHI NUCLEAR ENERGY SYSTEMS INC,,2014-01-03T19:00:26.903000-05:00,2013
9112e2ce-8f51-4071-acc1-8436cd8e1389,"GOVERNMENTAL STRATEGIES, INC.",THE BABCOCK & WILCOX COMPANY,,2014-01-27T22:00:03.627000-05:00,2014
7c0d8635-a8c7-45db-b448-174dec46b40b,MAYER BROWN LLP,"MITSUBISHI NUCLEAR ENERGY SYSTEMS, INC.",,2014-01-28T19:00:00.433000-05:00,2013
fc979437-9720-4df3-80b4-1db797f74ee1,THE FGA GROUP LLC,THE FGA GROUP LLC,,2014-04-01T19:00:30.730000-04:00,2014
b005be81-10d7-475c-9fa2-576c5e3a6718,CAPITOL COUNSEL LLC,SOUTH CAROLINA PUBLIC SERVICE AUTHORITY INC. (SANTEE COOPER),,2014-04-03T19:00:03.513000-04:00,2014
c58e5f09-e011-41c5-9675-c9e4a38bf699,HUNTINGTON INGALLS INDUSTRIES INCORPORATED,HUNTINGTON INGALLS INDUSTRIES INCORPORATED,,2014-05-29T13:00:00.423000-04:00,2014
8a9d0857-37b1-4dfb-a506-de27f1cad4f0,"SIGNAL GROUP CONSULTING, LLC",DUKE ENERGY BUSINESS SERVICES LLC,,2014-07-16T00:00:00-04:00,2014
b33989a0-b646-4aa0-8b0a-baffd0803448,"HOBART HALLAWAY & QUAYLE VENTURES, LLC","MCBEE STRATEGIC CONSULTING, LLC ON BEHALF OF DUKE ENERGY BUSINESS SERVICES LLC",,2015-02-03T09:26:17-05:00,2015
e4ecd08e-c0fc-412b-9782-d97a4083e479,"H STREET CAPITOL STRATEGIES, LLC",AMERICAN PUBLIC POWER ASSOCIATION,,2015-02-13T11:23:35-05:00,2015
15f00ba2-4f1e-4d15-83e2-694d30cfbb34,HUNTINGTON INGALLS INDUSTRIES INCORPORATED,HUNTINGTON INGALLS INDUSTRIES INCORPORATED,,2015-02-25T17:52:22-05:00,2015
cba85688-47e1-4bbc-b83c-22849b62f02f,STUNTZ STRATEGIES LLC,EDISON INTERNATIONAL,,2015-03-10T11:44:24-04:00,2015
002e16f0-a81f-477e-8aba-b6ee323c2c75,"CASSIDY & ASSOCIATES, INC.",FLUOR,,2015-03-12T11:11:54-04:00,2015
bfb7b7d6-701e-42df-bf10-8d68c9dbff5d,"DECKER GARMAN SULLIVAN AND ASSOCIATES, LLC",INNOVATION REFORM ACTION PROJECT,,2015-04-23T15:28:48-04:00,2015
ce066364-1fc1-48d6-b124-261777b2ba66,CAPITOL COUNSEL LLC,SOUTH CAROLINA PUBLIC SERVICE AUTHORITY INC. (SANTEE COOPER),,2016-01-19T14:28:48-05:00,2014
32829d32-a798-44b3-935d-7aa367a0e293,DENTONS US LLP,CAMECO CORPORATION,,2016-01-19T15:55:29-05:00,2015
7d8b9278-3f1d-4cb4-877e-409f4100a17b,"HOBART HALLAWAY & QUAYLE VENTURES, LLC",DUKE ENERGY BUSINESS SERVICES LLC,,2016-02-02T09:44:42-05:00,2016
dfe9cf12-8a6a-4cce-8492-e664a27ae424,OWEN EVANS INGOLS,NUCLEAR ENERGY INSTITUTE,,2016-03-04T11:58:35-05:00,2016
dbe86aab-0e31-4d6b-8a47-dddc60db2496,OWEN EVANS INGOLS,BECHTEL POWER CORPORATION,,2016-03-15T15:54:21-04:00,2016
e4f412c5-9bef-4d05-a102-acd73ac5a21e,THE INGRAM GROUP LLC,NUCLEAR ENERGY INSTITUTE (NEI),,2016-04-18T10:02:54-04:00,2016
8afaa948-64a3-45e9-bc7a-cb4aa2401e81,MR. ROBERT TALLEY,MEAG POWER,,2016-04-28T11:08:53-04:00,2016
1d4f29dc-cecb-4376-90ff-cc3410db44d3,"MKW GROUP, LLC","NUCLEAR ENERGY SYSTEMS OF UKRAINE, LLC",,2016-10-20T08:38:21-04:00,2016
67c7c5a8-d9bb-48dc-860c-334874dc7046,BAYR AND ASSOCIATES LLC,FEDERATION OF ELECTRIC COMPANY OF JAPAN,,2016-12-13T12:25:46-05:00,2016
769978d8-c70b-4895-8e1f-e40f240af6e0,"MILLER STRATEGIES, LLC",SOUTHERN COMPANY,,2017-03-17T16:34:49-04:00,2017
b0a9fee5-ca14-4469-b8e3-f5a6d0d649a1,HOGAN LOVELLS US LLP,LIGHTBRIDGE CORPORATION,,2017-03-24T10:55:23-04:00,2017
3b9ea003-ee3f-4538-8add-da549583f772,ORANO USA LLC (FORMERLY KNOWN AS AREVA NUCLEAR MATERIALS LLC),ORANO USA LLC (FORMERLY KNOWN AS AREVA NUCLEAR MATERIALS LLC),,2017-03-30T15:01:23-04:00,2017
6647f084-62bf-458a-857c-2f4bd6e5c743,"WEXLER | WALKER, A UNIT OF HILL+KNOWLTON STRATEGIES, LLC","STINGER GHAFFARIAN TECHNOLOGIES, INC.",,2017-04-17T15:40:01-04:00,2017
907d483d-7321-4a23-a08d-e2393fa1bf53,"FRAMATOME, INC. (FORMELY KNOWN AS AREVA, INC.)","FRAMATOME, INC. (FORMELY KNOWN AS AREVA, INC.)",,2017-04-19T13:34:18-04:00,2017
7871b31a-b8e3-4ff1-8b25-79931d206961,HOGAN LOVELLS US LLP,ACCENTURE,,2017-04-26T15:21:43-04:00,2017
4f58de83-8df5-4551-ba10-4cf8f8ff35e3,"DOMINION ENERGY, INC.",DOMINION ENERGY INC,,2017-05-11T16:02:36-04:00,2017
b5c3ed89-c330-48dd-883e-9d9897828346,"MILLER STRATEGIES, LLC","NUCLEAR ENERGY INSTITUTE, INC.",,2017-06-02T12:02:46-04:00,2017
41615590-6a38-4011-8341-187525817a82,"CASSIDY & ASSOCIATES, INC.","CLEARPATH ACTION FUND FOR CONSERVATIVE CLEAN ENERGY, INC.",,2017-06-26T11:16:59-04:00,2017
f85a066c-e0f2-45aa-b674-e719b9b290cb,FTI GOVERNMENT AFFAIRS,VULCAN INC.,,2017-10-20T09:01:10-04:00,2017
3b0a0790-0513-4181-879c-ce4a1814a2f2,"CHRIS PARANDIAN CONSULTING, LLC",FRAMATOME INC (FORMERLY KNOWN AS AREVA INC ),,2017-12-01T09:00:17-05:00,2017
5f58dca3-24b5-48c0-93fd-f90ee2ff04e5,PRIME POLICY GROUP,IP3,,2018-01-09T12:25:43-05:00,2017
0b7c5ee8-cde9-4a29-957c-471b2cc5cc7c,"FRAMATOME, INC. (FORMELY KNOWN AS AREVA, INC.)","FRAMATOME, INC. (FORMELY KNOWN AS AREVA, INC.)",,2018-04-12T13:46:59-04:00,2018
3ab0a295-85ef-4490-9d59-587c55486931,ORANO USA LLC (FORMERLY KNOWN AS AREVA NUCLEAR MATERIALS LLC),ORANO USA LLC (FORMERLY KNOWN AS AREVA NUCLEAR MATERIALS LLC),,2018-04-18T15:10:20-04:00,2018
ead45c67-54f9-4f28-8e5a-0fc6c24b036d,ORANO USA LLC (FORMERLY KNOWN AS AREVA NUCLEAR MATERIALS LLC),ORANO USA LLC (FORMERLY KNOWN AS AREVA NUCLEAR MATERIALS LLC),,2018-04-18T15:51:49-04:00,2018
ead45c67-54f9-4f28-8e5a-0fc6c24b036d,ORANO USA LLC (FORMERLY KNOWN AS AREVA NUCLEAR MATERIALS LLC),ORANO USA LLC (FORMERLY KNOWN AS AREVA NUCLEAR MATERIALS LLC),,2018-04-18T15:51:49-04:00,2018
d34867f5-7b6f-4e8e-b17e-5f644b3c48fb,"CLARK HILL, PLC",GHAFFARIAN ENTERPRISES,,2018-07-19T16:35:46-04:00,2018
5dd0aff3-d392-40d9-83f8-b338fa472f6e,"AQUIA GROUP, LLC","SOUTHERN COMPANY SERVICES, INC.",,2018-08-30T17:56:28-04:00,2018
dce46b22-ab14-42d5-918b-a86c0ebd1744,"AJW, INC.",CLEAN AIR TASK FORCE,,2018-09-12T14:10:51-04:00,2018
ed6da57b-d05a-4745-a787-b1a2477f03c6,FULL ON COMMUNICATIONS,NGNP INDUSTRY ALLIANCE LIMITED,,2018-09-26T14:56:03-04:00,2018
49b37052-0f75-4689-aebc-1c85c5e6e7ae,CAMECO CORPORATION,CAMECO CORPORATION,,2018-12-14T14:44:06-05:00,2018
c8f4a1c0-6683-41c3-b0e6-b9d2f1705c84,"CASSIDY & ASSOCIATES, INC.","CLEARPATH ACTION FUND FOR CONSERVATIVE CLEAN ENERGY, INC.",,2019-01-08T12:41:57-05:00,2017
8e5f10d9-a5f3-4c98-a3fd-123919bc1e7a,MOONWALKER ASSOCIATES,IBX LLC (FORMERLY X ENERGY LLC),,2019-02-06T11:26:24-05:00,2019
d1814196-a443-4587-af8c-98e0c9c134e2,OWEN EVANS INGOLS,NUCLEAR ENERGY INSTITUTE,,2019-02-08T11:18:28-05:00,2019
3bc7b79e-5b47-45b2-8ad0-115da8a5b310,"CLARK HILL, PLC","IBX, LLC",,2019-02-19T18:47:11-05:00,2019
c0663cfd-7c3a-4c65-98ac-91a00e9a1282,"CLARK HILL, PLC",GHAFFARIAN ENTERPRISES,,2019-02-20T10:05:58-05:00,2018
7743db9d-3f49-4600-8d4b-fb19b23a787c,"ALPHA STRATEGIES, LLC","SARGENT & LUNDY, LLC",,2019-04-11T12:02:52-04:00,2019
7743db9d-3f49-4600-8d4b-fb19b23a787c,"ALPHA STRATEGIES, LLC","SARGENT & LUNDY, LLC",,2019-04-11T12:02:52-04:00,2019
e8f0ec19-dc20-44d0-bd5e-40d1f5ea79a6,OWEN EVANS INGOLS,"BECHTEL NATIONAL, INC.",,2019-04-12T10:06:50-04:00,2019
a118792f-d3e5-463d-962c-9c2d2a2a0c6e,THE NETWORK COMPANIES LLC,TENAM CORPORATION,,2019-05-14T11:34:36-04:00,2019
658fa65b-1a22-40dd-8289-6455523b4d38,"BAILEY STRATEGIC ADVISORS, LLC",THE JONES FIRM FOR NUCLEAR DEVELOPMENT LLC,,2019-05-15T08:47:18-04:00,2019
74df4e63-2bf1-419d-916c-4ac60d6108a7,"KOUNTOUPES DENHAM CARR & REID, LLC",TERRAPOWER LLC,,2019-06-18T13:35:43-04:00,2019
c4e6407d-c3b7-4f0f-8e39-669c610e4d8e,"CITIZENS FOR RESPONSIBLE ENERGY SOLUTIONS, INC.","CITIZENS FOR RESPONSIBLE ENERGY SOLUTIONS, INC.",,2019-07-11T09:08:46-04:00,2019
074939ab-2c12-414f-a638-5330233e585f,"CASSIDY & ASSOCIATES, INC.","CLEARPATH ACTION FUND FOR CONSERVATIVE CLEAN ENERGY, INC.",,2019-07-16T10:50:33-04:00,2017
943a3805-719f-48b9-83f6-a3676abcc0fb,MOONWALKER ASSOCIATES,IBX LLC (FORMERLY X ENERGY LLC),,2019-07-17T04:06:10-04:00,2019
bcb21cba-2365-4a5f-9258-201f6ea92af2,HOLLAND & KNIGHT LLP,"CLEARPATH ACTION FOR CONSERVATIVE CLEAN ENERGY, INC.",,2019-09-12T11:05:24-04:00,2019
cbd753b8-7f9c-4d64-96a3-7cdf5a56fa71,BOUNDARY STONE PARTNERS,"TERRAPOWER, LLC",,2019-10-11T14:04:22-04:00,2019
a106f4d9-c62d-419e-aa2a-81d9586d5365,"MILLER STRATEGIES, LLC",BLACKSTONE ADMINISTRATIVE SERVICES PARTNERSHIPS L.P.,,2019-11-14T09:46:36-05:00,2019
67a0f969-dd4e-4619-8fe3-e4db36bb5606,DUNHAM LAW & POLICY PLLC,"CLEARPATH ACTION FOR CONSERVATIVE CLEAN ENERGY, INC.",,2019-12-05T15:14:13-05:00,2019
556c3d8b-1c78-46f7-b651-bb1a09173568,"MILLER STRATEGIES, LLC","FLIBE ENERGY, INC.",,2020-01-14T08:39:58-05:00,2019
8aece856-7e21-48e9-aaf9-ef61f6f341af,"LEWIS-BURKE ASSOCIATES, LLC",ULTRA SAFE NUCLEAR CORPORATION,,2020-03-26T12:33:28-04:00,2020
76def0f7-e3a7-471b-a08d-d99cd6b521d3,CHARTWELL STRATEGY GROUP LLC,PILLSBURY WINTHROP SHAW PITTMAN LLP ON BEHALF OF AD HOC UTILITIES GROUP (AHUG)(A,,2020-04-13T11:21:00-04:00,2020
55fbbf36-517a-4751-8160-cd9d0d0262f1,"PADRAIC RILEY COMMUNICATIONS, LLC",EMIRATES NUCLEAR ENERGY CORPORATION,,2011-11-14T15:47:16-05:00,2011
ff564278-5e5c-430c-92c7-8e0175299951,QUANTICO NORTH NFP LIMITED,QUANTICO NORTH NFP LIMITED,350000.00,2011-01-09T07:56:43.407000-05:00,2011
f3380573-6710-44f0-bf48-f72efe086bc9,"OMER F. BROWN, II LAW OFFICE",CONTRACTORS INTERNATIONAL GROUP ON NUCLEAR LIABILITY,,2011-01-10T15:51:04.407000-05:00,2010
68640c01-f90d-487c-a31c-6e1aaa6f4eff,QUANTICO NORTH NFP LIMITED,QUANTICO NORTH NFP LIMITED,350000.00,2011-01-12T15:47:30.227000-05:00,2010
edc49988-5857-4031-974a-82c1528b5e82,OREGON STATE UNIVERSITY,OREGON STATE UNIVERSITY,40000.00,2011-01-12T16:22:11.693000-05:00,2010
ff66f51b-269b-431a-9edb-61b8d7bb8633,STRATEGIC MARKETING INNOVATIONS,USACA,,2011-01-13T14:05:34.863000-05:00,2010
f274e3e3-82a2-434e-a078-9fe447fcb346,"TCH GROUP, LLC",SCANA CORP,,2011-01-13T15:41:52.483000-05:00,2010
e2665358-0382-4d3f-bc5e-98e9325af867,"KSCW, INC.",SHAW GROUP,,2011-01-13T16:13:51.717000-05:00,2010
0e04dfcb-25d9-4c7d-83ca-0fc635ca403f,HILARY SILLS,MEAG POWER,,2011-01-16T10:33:59.807000-05:00,2010
dffb2129-cbbc-4da9-88f1-cf39c3635f64,WESTINGHOUSE ELECTRIC COMPANY,WESTINGHOUSE ELECTRIC COMPANY,160000.00,2011-01-17T14:06:58.500000-05:00,2009
01d58513-5afe-4f0f-85c8-f6e647177137,"FOX POTOMAC RESOURCES, LLC","CB&I, FORMERLY THE SHAW GROUP",,2011-01-18T13:08:53.650000-05:00,2010
4eead98b-a08a-4fef-9842-d82eb9475a44,"THE OB-C GROUP, LLC",CENTRUS ENERGY -- FORMERLY KNOW AS UNITED STATES ENRICHMENT CORPORATION,,2011-01-18T13:15:22.757000-05:00,2010
c72434a5-7b44-4a93-b445-fad28d26618c,WESTINGHOUSE ELECTRIC COMPANY,WESTINGHOUSE ELECTRIC COMPANY,160000.00,2011-01-18T13:42:26.663000-05:00,2010
260bd9f5-e60b-4563-a005-114e4944eba1,AKERMAN LLP,NYE COUNTY NEVADA,,2011-01-18T14:25:57.710000-05:00,2010
cf6068b3-dd64-4a2f-bcdc-4ea4e7f8d3cb,AMERICAN PHYSICAL SOCIETY,AMERICAN PHYSICAL SOCIETY,139000.00,2011-01-18T15:04:48.117000-05:00,2010
d386bf2a-4331-4f67-a795-0072863f30e2,CAPITOL HILL CONSULTING GROUP,ENTERGY SERVICES INC,,2011-01-18T16:01:44.943000-05:00,2010
043ca264-b94a-42cf-912f-7a8416904cc1,"BALCH & BINGHAM, LLP",SOUTHERN COMPANY,,2011-01-18T16:36:00.973000-05:00,2010
234f6548-411d-4848-acd4-1f14da59a34b,"DOMINION ENERGY, INC.",DOMINION ENERGY INC,270000.00,2011-01-18T17:02:24.497000-05:00,2010
0a210224-145e-4fa0-ab47-e81d1025fce2,"THE FERGUSON GROUP, LLC",OAK RIDGE-TN CITY OF,,2011-01-18T18:55:33.163000-05:00,2010
fa5c7834-4da6-4a2e-8af9-a898a6a148a0,LINDA ANN LINGLE,AREVA NC INC,,2011-01-18T22:22:05.543000-05:00,2010
f2140341-2e22-4e27-9e41-d268208742c1,"AUX INITIATIVES, LLC","HILL BROTHERS CONSTRUCTION COMPANY, INC.",,2011-01-19T10:21:30.410000-05:00,2010
7d61d954-c2e5-4566-af28-c01f7bf34b32,"ENERGYSOLUTIONS, INC.",ENERGYSOLUTIONS INC,80000.00,2011-01-19T15:19:05.550000-05:00,2010
720b549e-e21e-4165-86dd-f51173f0bdf1,NELSON MULLINS RILEY & SCARBOROUGH,AREVA ENTERPRISES INC,,2011-01-19T15:35:32.143000-05:00,2010
64f6f4ff-81e6-41ac-882d-e2b3a90437b5,SCANA CORPORATION,SCANA CORPORATION,200000.00,2011-01-19T15:35:33.893000-05:00,2010
0464c879-992b-4b5a-a3d2-4cbff27248cb,FGS GLOBAL (US) LLC (FKA FGH HOLDINGS LLC),EDF INC.,,2011-01-19T15:38:56.283000-05:00,2010
03ccc470-e380-47bf-a8c9-b82cb8006055,BLUEWATER STRATEGIES,ENERGY FUTURE HOLDINGS CORP.,,2011-01-19T15:59:01.643000-05:00,2010
eb0e74db-0715-4710-b42f-cd481b6f9545,"K&L GATES, LLP",MASSACHUSETTS MARITIME ACADEMY INC,,2011-01-19T16:44:53.563000-05:00,2010
d71058a6-3129-413a-926b-65f05d7f496f,"BROWNSTEIN HYATT FARBER SCHRECK, LLP",PIEDMONT MUNICIPAL POWER AGENCY,,2011-01-19T20:16:52.673000-05:00,2010
514fefda-227b-4e5e-b932-e1428f2d1ac7,CONSTELLATION ENERGY GROUP,CONSTELLATION ENERGY GROUP,1090000.00,2011-01-19T20:44:08.903000-05:00,2010
0fbfc730-11b5-462f-9ed8-ac236f57c6df,RAFFANIELLO & ASSOCIATES,SCANA CORPORATION,,2011-01-19T22:29:02.570000-05:00,2010
51088908-8e55-48d3-a7ae-8298c4dd5d9a,CHAMBER OF COMMERCE OF THE U.S.A.,CHAMBER OF COMMERCE OF THE U.S.A.,36360000.00,2011-01-20T08:43:24.097000-05:00,2010
1fbed45e-249b-4131-b789-a992ca783e75,GRANT CONSULTING GROUP,ESI NORTH AMERICA,,2011-01-20T09:27:15.393000-05:00,2010
eed0fbdf-ef5b-4c66-a106-1f5dfa91c008,GRANT CONSULTING GROUP,LMS NORTH AMERICA,,2011-01-20T09:31:50.097000-05:00,2010
3bca835b-954d-4f42-a0ba-74d5e032991f,GENERAL DYNAMICS CORP,GENERAL DYNAMICS CORP,3278836.00,2011-01-20T09:46:20.737000-05:00,2010
7c363dba-87ae-4c2e-88c4-58b219601170,"KOUNTOUPES DENHAM CARR & REID, LLC",NUCLEAR ENERGY INSTITUTE (NEI),,2011-01-20T10:13:27.547000-05:00,2010
c753fa09-1314-4dfa-9b28-091ed0194bf0,NATIONAL TAXPAYERS UNION,NATIONAL TAXPAYERS UNION,41454.74,2011-01-20T10:32:11.047000-05:00,2010
d9f37ebd-64e3-478b-be4a-c8dce44cc47c,INTERNATIONAL UNION OF OPERATING ENGINEERS,INTERNATIONAL UNION OF OPERATING ENGINEERS,80000.00,2011-01-20T10:32:13.483000-05:00,2010
b88ea50a-c1e4-4f7f-a317-fb27e20bf5ea,SCHMITZ GLOBAL PARTNERS LLP,FIRST ENERGY CORPORATION,,2011-01-20T10:34:43.140000-05:00,2010
39507b8b-e0ad-4727-b2e5-b40232ede288,HERITAGE ACTION FOR AMERICA,HERITAGE ACTION FOR AMERICA,40000.00,2011-01-20T10:38:21.013000-05:00,2010
23139839-b4df-47fc-b358-aeda647a3a9c,SCHMITZ GLOBAL PARTNERS LLP,CONSTELLATION ENERGY,,2011-01-20T11:08:06.857000-05:00,2010
bf1fbd94-e44d-454e-a92e-79f26b480f2a,"XCEL ENERGY, INC",XCEL ENERGY INC,430000.00,2011-01-20T11:52:25.123000-05:00,2010
a521a668-fff4-48cc-bd23-db243c245759,"WILLIAMS AND JENSEN, PLLC","THE SHAW GROUP, INC.",,2011-01-20T12:07:53.497000-05:00,2010
1f14d803-a43a-43fc-b7b6-b8baf9fdc27d,CHICAGO BRIDGE & IRON COMPANY N.V.,CHICAGO BRIDGE & IRON COMPANY N V,410000.00,2011-01-20T12:12:33.340000-05:00,2010
fa188a57-5bb2-4739-a0ea-63f1cf0614e0,UNIVERSITY OF PITTSBURGH,UNIVERSITY OF PITTSBURGH,110000.00,2011-01-20T13:25:04.917000-05:00,2010
a56a0c15-31c5-47d6-a7b9-4f469f9b491b,"EOP GROUP, INC.",NUCLEAR ENERGY INSTITUTE,,2011-01-20T13:27:26.310000-05:00,2010
34a68f27-92f2-4eb2-a4f9-62a552f8cfb3,"THE NICKLES GROUP, LLC",INTELLECTUAL VENTURES,,2011-01-20T13:34:46.387000-05:00,2010
e5e16763-03b3-454a-bdce-c383547eef82,"BUILDING AND CONSTRUCTION TRADES DEPT., AFL-CIO",BUILDING AND CONSTRUCTION TRADES DEPT AFL-CIO,250000.00,2011-01-20T13:46:42.860000-05:00,2010
66247c5e-0f8d-46ef-a05b-50ae1ec62e90,"FRAMATOME, INC. (FORMELY KNOWN AS AREVA, INC.)","FRAMATOME, INC. (FORMELY KNOWN AS AREVA, INC.)",200000.00,2011-01-20T14:41:32.420000-05:00,2010
f77450be-bf22-42f7-99cc-c89e17d0e599,AMERICAN CHEMICAL SOCIETY (ACS),AMERICAN CHEMICAL SOCIETY (ACS),40000.00,2011-01-20T15:11:20.430000-05:00,2010
c048913a-ec65-4c87-8d75-b6abf4db0831,BATTELLE MEMORIAL INSTITUTE,BATTELLE MEMORIAL INSTITUTE,150000.00,2011-01-20T15:12:42.163000-05:00,2010
bb7149b9-2094-4f3d-b799-3d6abf41c984,"SIGNAL GROUP CONSULTING, LLC","THE BABCOCK & WILCOX COMPANY (FKA BWX TECHNOLOGIES, INC.)",,2011-01-20T15:20:10.633000-05:00,2010
811a5104-4727-4252-8962-12a8a19a9c34,"RYAN MACKINNON VASAPOLI AND BERZOK, LLP",CENTERPOINT ENERGY,,2011-01-20T15:25:27.383000-05:00,2010
b2b57267-39d7-4662-998a-5548c12cdada,"SIGNAL GROUP CONSULTING, LLC",BATTELLE MEMORIAL INSTITUTE,,2011-01-20T15:26:44.397000-05:00,2010
4309762f-06ff-422b-a2ed-c63a47a7e46d,CENTRUS ENERGY CORP.,CENTRUS ENERGY CORP,360000.00,2011-01-20T15:28:09.087000-05:00,2010
343ebc36-c47b-44fa-be17-f7f635e6ab15,"RYAN MACKINNON VASAPOLI AND BERZOK, LLP",EDISON ELECTRIC INSTITUTE,,2011-01-20T15:29:26.210000-05:00,2010
3414d6ba-522d-46a1-9034-5c030c3bf1c7,"RYAN MACKINNON VASAPOLI AND BERZOK, LLP",ENERGY FUTURE HOLDINGS,,2011-01-20T15:29:39.587000-05:00,2010
de3b8a49-e765-414f-9dab-ec328d1b2e01,"RYAN MACKINNON VASAPOLI AND BERZOK, LLP",ENTERGY CORPORATION,,2011-01-20T15:30:56.507000-05:00,2010
c69fdad7-8193-4887-a9b1-145304716a60,PETER HARTER,INTELLECTUAL VENTURES LLC,,2011-01-20T15:48:16.413000-05:00,2010
77a9fd86-2b1d-4c00-816c-bb7a20be1852,"EXELON BUSINESS SERVICES, LLC",EXELON BUSINESS SERVICES LLC,672042.00,2011-01-20T15:49:31.880000-05:00,2010
1ef54a00-2036-4c82-863d-845e90f727db,THE UNIVERSITY OF TEXAS SYSTEM,THE UNIVERSITY OF TEXAS SYSTEM,200000.00,2011-01-20T15:50:38.117000-05:00,2010
efd369e9-d843-4f55-9be8-74763e1e3677,"SIGNAL GROUP CONSULTING, LLC",EASTMAN CHEMICAL COMPANY,,2011-01-20T15:53:12.680000-05:00,2010
2a2e1832-58b5-4cc4-89ab-5842f5914900,ALSTOM TRANSPORTATION INC.,ALSTOM TRANSPORTATION INC,410000.00,2011-01-20T15:55:49.350000-05:00,2010
bf311be9-993c-4f57-bacf-6e07f53f299e,"EXELON BUSINESS SERVICES, LLC",EXELON BUSINESS SERVICES LLC,672042.00,2011-01-20T15:59:38.460000-05:00,2010
